,enrollee_id,relevent_experience,experience,last_new_job,target
16722,3470,Has relevent experience,16,4,0
16723,17588,Has relevent experience,17,3,1
16724,1368,Has relevent experience,3,1,0
16725,14899,No relevent experience,10,1,1
16726,32934,Has relevent experience,15,5,0
16727,13533,Has relevent experience,7,4,1
16728,4207,Has relevent experience,20,2,0
16729,26832,Has relevent experience,20,5,0
16730,8548,Has relevent experience,9,5,0
16731,959,Has relevent experience,20,0,0
16732,21389,Has relevent experience,6,2,0
16733,28722,Has relevent experience,6,0,0
16734,17466,No relevent experience,0,0,1
16735,27588,No relevent experience,6,1,0
16736,19346,No relevent experience,19,4,1
16737,1762,No relevent experience,6,5,0
16738,18584,Has relevent experience,11,5,1
16739,18547,Has relevent experience,0,1,1
16740,18008,Has relevent experience,7,2,0
16741,21281,No relevent experience,3,2,0
16742,3330,Has relevent experience,10,1,0
16743,32728,Has relevent experience,7,1,0
16744,2653,No relevent experience,2,1,0
16745,4507,Has relevent experience,16,2,0
16746,15318,No relevent experience,3,0,1
16747,28703,Has relevent experience,13,1,0
16748,23941,Has relevent experience,20,5,0
16749,3977,Has relevent experience,10,2,0
16750,8507,Has relevent experience,5,2,0
16751,20888,Has relevent experience,8,2,1
16752,28419,No relevent experience,5,1,0
16753,21732,No relevent experience,3,0,1
16754,13398,Has relevent experience,1,1,0
16755,1741,Has relevent experience,2,1,0
16756,19704,Has relevent experience,13,1,0
16758,23769,Has relevent experience,3,2,0
16759,7384,Has relevent experience,20,5,0
16760,2468,Has relevent experience,11,1,0
16761,7421,Has relevent experience,4,1,0
16762,23402,No relevent experience,3,0,1
16763,15215,Has relevent experience,20,5,0
16764,6758,Has relevent experience,18,1,0
16765,12323,Has relevent experience,14,1,0
16766,18913,Has relevent experience,20,4,0
16767,30199,No relevent experience,2,0,0
16768,19546,Has relevent experience,5,1,1
16769,14937,Has relevent experience,20,5,0
16770,10393,Has relevent experience,15,5,0
16771,16719,No relevent experience,6,0,0
16772,17302,No relevent experience,9,3,0
16773,24303,Has relevent experience,4,2,1
16774,23280,Has relevent experience,1,1,1
16775,32688,Has relevent experience,7,0,0
16776,22984,Has relevent experience,15,1,0
16777,16910,No relevent experience,9,1,0
16778,17098,Has relevent experience,20,2,0
16779,13318,Has relevent experience,4,2,0
16780,10704,Has relevent experience,10,3,0
16781,4462,Has relevent experience,15,2,0
16782,29437,Has relevent experience,20,1,0
16783,31701,Has relevent experience,20,5,0
16784,10486,No relevent experience,2,2,1
16785,26858,Has relevent experience,16,2,0
16786,21409,Has relevent experience,6,2,0
16787,1217,Has relevent experience,12,5,0
16788,18362,Has relevent experience,5,1,0
16789,8369,Has relevent experience,14,1,0
16790,844,No relevent experience,15,3,0
16791,31898,Has relevent experience,18,1,0
16792,5270,Has relevent experience,20,2,1
16793,22540,Has relevent experience,8,1,1
16794,10692,Has relevent experience,16,5,0
16795,15261,Has relevent experience,6,5,0
16796,22781,No relevent experience,3,1,0
16797,29951,No relevent experience,3,0,0
16798,31794,Has relevent experience,20,5,0
16799,14757,Has relevent experience,10,4,1
16801,802,No relevent experience,2,1,0
16802,12182,No relevent experience,6,0,0
16803,24308,Has relevent experience,10,2,1
16804,19276,Has relevent experience,3,2,1
16805,25302,Has relevent experience,17,5,0
16806,24329,No relevent experience,2,0,0
16807,16156,Has relevent experience,14,5,0
16808,23579,Has relevent experience,20,5,0
16809,2023,No relevent experience,1,1,1
16810,2976,No relevent experience,4,0,0
16811,24673,Has relevent experience,10,5,0
16812,6221,Has relevent experience,6,5,0
16813,2103,Has relevent experience,6,1,1
16814,1797,Has relevent experience,6,1,1
16815,16893,Has relevent experience,5,2,0
16816,1378,Has relevent experience,17,3,0
16817,32709,Has relevent experience,7,2,0
16818,8893,Has relevent experience,20,4,0
16819,841,Has relevent experience,4,3,0
16820,7962,Has relevent experience,4,1,0
16821,24255,Has relevent experience,6,1,1
16822,18164,Has relevent experience,1,1,0
16823,7051,Has relevent experience,12,0,0
16824,15071,No relevent experience,8,2,1
16825,281,Has relevent experience,17,4,0
16826,29489,No relevent experience,6,1,1
16827,16480,No relevent experience,2,1,0
16828,17604,Has relevent experience,7,1,0
16829,29442,Has relevent experience,8,1,0
16830,13281,No relevent experience,9,0,0
16831,22572,No relevent experience,4,1,1
16832,21003,No relevent experience,6,2,0
16833,10915,Has relevent experience,17,2,0
16834,9886,Has relevent experience,15,2,0
16835,23300,No relevent experience,3,1,0
16836,26029,Has relevent experience,15,2,1
16837,16394,No relevent experience,2,2,0
16838,8631,Has relevent experience,5,1,0
16839,33035,Has relevent experience,15,1,0
16840,9961,Has relevent experience,20,5,0
16841,14197,No relevent experience,7,1,0
16842,12766,Has relevent experience,20,3,0
16843,11165,Has relevent experience,20,1,0
16844,33211,Has relevent experience,20,5,0
16845,28716,Has relevent experience,14,1,0
16846,33310,Has relevent experience,3,1,0
16847,28266,Has relevent experience,7,1,1
16848,10953,Has relevent experience,20,5,0
16849,7181,No relevent experience,1,1,1
16850,23638,Has relevent experience,3,1,0
16851,11653,Has relevent experience,20,1,0
16852,3049,Has relevent experience,12,1,0
16853,20024,Has relevent experience,20,5,0
16854,19453,Has relevent experience,9,1,0
16855,10528,No relevent experience,2,1,0
16856,4415,Has relevent experience,10,1,0
16857,16746,No relevent experience,3,0,0
16858,33143,No relevent experience,1,1,1
16859,25799,No relevent experience,1,0,0
16860,22521,Has relevent experience,16,4,0
16861,21065,No relevent experience,4,0,0
16862,17052,Has relevent experience,20,5,1
16863,13545,Has relevent experience,20,5,0
16864,3913,Has relevent experience,20,4,0
16865,25599,Has relevent experience,10,0,0
16866,3726,Has relevent experience,20,5,0
16867,18196,Has relevent experience,20,4,0
16868,30411,Has relevent experience,20,1,0
16869,7685,Has relevent experience,20,1,0
16870,5865,Has relevent experience,20,2,0
16871,1892,Has relevent experience,2,1,1
16872,17173,No relevent experience,20,5,0
16873,10464,No relevent experience,15,1,0
16874,26050,Has relevent experience,20,5,0
16875,31946,Has relevent experience,11,0,0
16876,4719,Has relevent experience,5,1,0
16877,9311,Has relevent experience,20,5,0
16878,29146,Has relevent experience,1,0,0
16879,8992,Has relevent experience,20,1,0
16880,4028,Has relevent experience,20,2,0
16881,28071,Has relevent experience,20,2,0
16882,31205,Has relevent experience,6,2,0
16883,32247,Has relevent experience,20,0,0
16884,21073,No relevent experience,13,0,0
16885,7449,Has relevent experience,6,3,0
16886,17120,Has relevent experience,9,4,1
16887,15993,Has relevent experience,15,4,0
16888,30692,No relevent experience,4,1,1
16889,22158,No relevent experience,3,1,0
16890,23190,Has relevent experience,7,2,0
16891,22844,Has relevent experience,20,5,0
16892,10766,Has relevent experience,9,1,0
16893,13972,Has relevent experience,19,5,0
16894,10727,Has relevent experience,18,0,0
16895,26218,Has relevent experience,10,2,1
16896,29401,Has relevent experience,20,1,0
16897,31328,Has relevent experience,7,1,1
16898,15595,Has relevent experience,14,1,0
16899,29085,Has relevent experience,17,5,1
16900,15738,Has relevent experience,3,1,0
16901,8149,Has relevent experience,12,1,0
16902,13210,No relevent experience,2,2,0
16903,18361,No relevent experience,2,0,0
16904,21969,Has relevent experience,4,2,0
16905,1603,Has relevent experience,15,5,0
16906,7226,Has relevent experience,14,5,0
16907,26827,Has relevent experience,13,2,0
16909,980,Has relevent experience,8,2,0
16910,4251,Has relevent experience,20,5,0
16911,15174,Has relevent experience,20,5,0
16912,29261,Has relevent experience,12,3,0
16913,27990,Has relevent experience,7,2,0
16914,11990,No relevent experience,0,0,0
16915,24730,Has relevent experience,2,1,0
16916,18650,Has relevent experience,5,1,1
16917,19452,Has relevent experience,20,5,1
16918,4405,Has relevent experience,6,0,0
16919,14790,Has relevent experience,15,1,0
16920,4327,Has relevent experience,5,1,0
16921,10844,Has relevent experience,20,2,0
16922,17215,Has relevent experience,20,5,1
16923,10351,Has relevent experience,4,1,0
16924,29256,Has relevent experience,7,2,0
16925,12966,Has relevent experience,17,5,0
16926,33305,Has relevent experience,14,5,0
16927,23760,No relevent experience,2,0,0
16928,25803,No relevent experience,1,0,0
16929,22144,Has relevent experience,10,1,0
16930,11028,Has relevent experience,11,5,1
16931,11828,Has relevent experience,20,1,0
16932,1693,Has relevent experience,11,2,1
16934,26336,Has relevent experience,8,2,0
16935,8689,No relevent experience,4,1,0
16936,22262,Has relevent experience,1,0,0
16937,7829,Has relevent experience,1,1,0
16938,23940,Has relevent experience,20,2,0
16940,5355,Has relevent experience,9,2,0
16941,26145,Has relevent experience,13,2,0
16942,11213,Has relevent experience,16,1,0
16943,11512,Has relevent experience,12,5,0
16944,27383,Has relevent experience,7,1,0
16945,6102,Has relevent experience,2,1,0
16946,287,Has relevent experience,15,4,0
16947,5963,Has relevent experience,17,1,0
16948,13830,Has relevent experience,9,1,0
16949,18417,Has relevent experience,9,5,0
16950,25256,Has relevent experience,12,1,0
16951,24050,Has relevent experience,2,2,0
16952,8126,Has relevent experience,11,1,0
16953,339,Has relevent experience,14,1,0
16954,30102,No relevent experience,20,5,1
16955,28243,Has relevent experience,13,3,1
16956,28412,No relevent experience,10,2,0
16957,29719,Has relevent experience,6,1,0
16958,17568,No relevent experience,13,1,1
16959,1422,No relevent experience,0,0,0
16960,11183,Has relevent experience,20,4,0
16962,11352,Has relevent experience,20,1,1
16963,9907,Has relevent experience,19,4,0
16964,7379,Has relevent experience,20,4,0
16965,16959,No relevent experience,5,0,1
16966,10231,Has relevent experience,14,2,0
16967,24524,No relevent experience,9,0,0
16968,1464,No relevent experience,1,0,0
16969,10581,No relevent experience,4,0,0
16970,5318,Has relevent experience,15,5,1
16971,33155,Has relevent experience,2,2,1
16972,20566,Has relevent experience,4,1,0
16973,8502,Has relevent experience,3,1,0
16974,10156,No relevent experience,1,0,0
16975,8253,Has relevent experience,20,2,0
16976,31875,No relevent experience,4,1,0
16977,12563,Has relevent experience,13,2,0
16978,30161,Has relevent experience,4,0,0
16979,27789,No relevent experience,3,0,1
16980,2406,Has relevent experience,12,1,1
16981,12525,No relevent experience,4,2,0
16982,13482,No relevent experience,7,0,0
16983,7103,Has relevent experience,20,5,0
16984,3591,No relevent experience,20,5,1
16985,29350,Has relevent experience,5,3,0
16987,27095,Has relevent experience,15,1,0
16988,20487,Has relevent experience,3,1,0
16989,22513,Has relevent experience,4,1,1
16990,29912,Has relevent experience,5,1,0
16991,30992,No relevent experience,4,0,0
16992,23666,Has relevent experience,16,1,0
16993,5916,Has relevent experience,2,1,0
16994,16512,Has relevent experience,17,5,0
16995,14762,Has relevent experience,20,5,0
16996,12869,No relevent experience,3,2,0
16997,26174,Has relevent experience,15,0,0
16998,22248,Has relevent experience,16,3,1
16999,15934,Has relevent experience,8,1,0
17000,26773,Has relevent experience,20,5,0
17001,17289,Has relevent experience,9,1,0
17002,30698,No relevent experience,4,1,1
17003,31246,Has relevent experience,16,2,0
17005,22107,Has relevent experience,20,5,0
17006,22516,No relevent experience,2,0,1
17007,16417,Has relevent experience,4,1,0
17008,2186,Has relevent experience,20,5,0
17009,18145,Has relevent experience,20,3,0
17010,33173,Has relevent experience,17,2,0
17011,16326,Has relevent experience,2,1,0
17012,3888,No relevent experience,20,5,1
17013,1133,Has relevent experience,20,1,0
17015,30973,Has relevent experience,11,1,0
17016,18718,Has relevent experience,4,2,1
17017,20799,Has relevent experience,20,5,0
17019,22860,No relevent experience,4,1,0
17020,26335,Has relevent experience,4,1,0
17021,20739,Has relevent experience,8,1,0
17022,9708,Has relevent experience,6,1,0
17023,7489,Has relevent experience,20,5,0
17024,4729,No relevent experience,9,1,1
17025,16493,Has relevent experience,8,3,0
17026,11915,No relevent experience,5,0,0
17027,10200,Has relevent experience,20,1,0
17028,3924,Has relevent experience,8,1,0
17029,31251,Has relevent experience,11,1,0
17030,32426,No relevent experience,5,0,0
17031,24476,No relevent experience,2,0,1
17032,1043,Has relevent experience,20,5,0
17034,12510,Has relevent experience,8,1,1
17035,21369,Has relevent experience,14,1,0
17036,15016,Has relevent experience,14,5,1
17037,20307,No relevent experience,20,1,1
17038,9920,Has relevent experience,8,3,0
17039,32805,Has relevent experience,7,1,1
17040,2235,Has relevent experience,20,5,0
17041,31022,Has relevent experience,9,1,0
17042,31064,Has relevent experience,20,4,0
17043,8656,Has relevent experience,4,1,1
17044,2740,Has relevent experience,5,0,0
17045,21310,Has relevent experience,10,1,0
17046,1733,Has relevent experience,7,1,0
17047,12559,Has relevent experience,3,1,0
17048,26868,No relevent experience,10,4,0
17049,14198,Has relevent experience,20,1,0
17050,29870,Has relevent experience,20,1,0
17051,9115,Has relevent experience,8,1,0
17053,23510,Has relevent experience,4,1,0
17054,32033,Has relevent experience,7,1,0
17055,7883,Has relevent experience,20,1,0
17056,32492,Has relevent experience,5,1,1
17057,13616,No relevent experience,4,1,0
17058,4292,Has relevent experience,20,5,0
17059,31265,No relevent experience,4,1,0
17060,23814,No relevent experience,2,2,0
17061,26731,Has relevent experience,6,1,0
17062,24724,No relevent experience,1,0,1
17063,8967,Has relevent experience,5,2,1
17064,14897,No relevent experience,4,0,0
17065,8159,No relevent experience,2,0,0
17066,11101,Has relevent experience,7,1,0
17067,18499,No relevent experience,6,4,1
17068,32931,Has relevent experience,14,1,0
17069,143,Has relevent experience,13,0,1
17070,8180,Has relevent experience,15,5,0
17071,1473,Has relevent experience,16,5,0
17072,5116,Has relevent experience,17,4,0
17073,18010,Has relevent experience,7,2,0
17074,22809,No relevent experience,2,0,1
17075,31811,Has relevent experience,13,2,0
17076,9737,Has relevent experience,20,1,1
17077,8371,Has relevent experience,3,0,0
17079,13719,Has relevent experience,10,1,0
17080,6951,Has relevent experience,16,4,0
17081,2176,No relevent experience,2,1,0
17082,29601,No relevent experience,2,1,0
17083,14864,Has relevent experience,13,5,0
17084,11757,No relevent experience,4,1,0
17085,23967,Has relevent experience,10,5,0
17086,23787,Has relevent experience,4,2,0
17087,15420,Has relevent experience,20,5,0
17088,18460,Has relevent experience,3,1,1
17089,32777,No relevent experience,12,5,0
17091,3249,Has relevent experience,10,1,0
17092,32230,No relevent experience,2,0,1
17094,13137,Has relevent experience,2,1,0
17095,9902,Has relevent experience,7,1,1
17096,31391,No relevent experience,3,1,1
17097,10210,Has relevent experience,4,1,0
17098,6580,Has relevent experience,5,1,0
17099,19926,Has relevent experience,7,1,0
17100,701,Has relevent experience,20,1,0
17101,23486,Has relevent experience,5,2,0
17102,33311,Has relevent experience,20,5,0
17103,24646,Has relevent experience,6,2,0
17104,19580,Has relevent experience,3,1,0
17105,12467,Has relevent experience,16,1,0
17106,18315,No relevent experience,2,1,0
17107,11342,Has relevent experience,20,5,0
17108,25350,Has relevent experience,1,1,1
17109,26439,Has relevent experience,6,5,0
17110,8549,Has relevent experience,6,1,1
17111,28851,Has relevent experience,20,5,0
17112,29024,Has relevent experience,3,1,1
17113,8770,Has relevent experience,2,1,0
17114,23289,Has relevent experience,20,1,0
17115,1822,Has relevent experience,0,0,0
17116,15830,Has relevent experience,7,2,0
17117,11946,No relevent experience,5,5,1
17118,709,No relevent experience,13,1,0
17119,12489,No relevent experience,2,1,0
17120,32386,Has relevent experience,13,1,0
17121,22979,Has relevent experience,19,0,1
17122,2860,Has relevent experience,9,2,0
17124,24867,No relevent experience,3,1,1
17125,14623,Has relevent experience,20,1,0
17126,719,Has relevent experience,7,2,0
17127,16250,No relevent experience,4,4,1
17128,26977,No relevent experience,9,0,0
17129,29137,Has relevent experience,6,3,0
17130,14494,Has relevent experience,5,3,0
17131,18678,Has relevent experience,5,2,0
17133,17046,No relevent experience,6,0,0
17134,10326,Has relevent experience,9,5,1
17135,21892,No relevent experience,1,1,0
17136,12662,No relevent experience,20,2,0
17137,31277,Has relevent experience,20,1,0
17138,9650,Has relevent experience,19,1,0
17139,24645,No relevent experience,2,0,0
17140,2158,Has relevent experience,11,2,1
17141,32742,No relevent experience,2,0,0
17142,5303,Has relevent experience,7,2,0
17143,12548,No relevent experience,2,1,0
17144,23036,Has relevent experience,5,2,0
17145,30493,No relevent experience,9,1,0
17146,23134,No relevent experience,2,0,0
17147,23198,No relevent experience,2,1,0
17148,29426,No relevent experience,0,1,0
17149,18295,Has relevent experience,17,2,0
17150,1608,No relevent experience,20,3,0
17151,15063,Has relevent experience,12,5,0
17152,15089,Has relevent experience,20,2,1
17153,29927,No relevent experience,2,0,1
17154,10824,No relevent experience,0,0,0
17155,2507,Has relevent experience,20,5,0
17156,20260,Has relevent experience,7,0,0
17157,25272,Has relevent experience,5,1,0
17158,10976,No relevent experience,20,5,1
17159,27825,Has relevent experience,17,1,0
17160,16229,No relevent experience,3,0,0
17161,1170,Has relevent experience,17,5,0
17163,30651,Has relevent experience,15,3,0
17164,9109,Has relevent experience,6,1,0
17165,7473,Has relevent experience,5,1,0
17166,27451,Has relevent experience,5,2,0
17167,1425,Has relevent experience,20,5,0
17168,19687,Has relevent experience,9,4,0
17169,7718,Has relevent experience,15,3,0
17170,2516,Has relevent experience,20,1,0
17171,29391,No relevent experience,1,0,1
17172,7355,No relevent experience,5,1,0
17173,29307,Has relevent experience,16,4,1
17174,11720,No relevent experience,19,5,0
17175,24065,No relevent experience,2,0,0
17176,27005,No relevent experience,4,1,1
17177,5257,Has relevent experience,20,2,0
17178,18533,Has relevent experience,19,1,0
17179,32891,Has relevent experience,20,5,0
17180,9909,No relevent experience,0,2,1
17181,24284,Has relevent experience,1,1,1
17182,7686,Has relevent experience,3,1,1
17183,17572,No relevent experience,7,0,1
17184,23014,Has relevent experience,9,4,0
17185,19112,Has relevent experience,15,5,0
17186,1345,Has relevent experience,10,2,0
17187,20387,No relevent experience,6,1,0
17188,31928,Has relevent experience,8,1,0
17189,19587,Has relevent experience,1,1,1
17190,9331,No relevent experience,4,1,0
17191,612,No relevent experience,4,1,1
17192,10835,Has relevent experience,9,1,1
17193,22539,Has relevent experience,3,1,0
17195,102,Has relevent experience,19,5,0
17196,2040,Has relevent experience,17,1,1
17197,19802,Has relevent experience,12,1,0
17198,32967,Has relevent experience,10,3,0
17199,4267,No relevent experience,3,0,0
17200,17136,Has relevent experience,18,5,0
17201,33170,Has relevent experience,17,5,0
17202,20986,No relevent experience,4,1,0
17203,17284,Has relevent experience,4,2,0
17205,21097,Has relevent experience,6,1,1
17206,6557,Has relevent experience,15,1,0
17207,5421,No relevent experience,20,0,0
17208,21140,Has relevent experience,13,5,0
17209,21889,Has relevent experience,15,5,0
17210,24359,Has relevent experience,5,1,1
17211,3554,Has relevent experience,20,2,0
17212,10559,Has relevent experience,3,1,0
17213,20985,Has relevent experience,16,2,0
17214,3706,No relevent experience,19,1,1
17216,12158,Has relevent experience,9,1,0
17217,28990,No relevent experience,11,4,0
17218,13045,Has relevent experience,18,5,0
17219,1039,Has relevent experience,20,5,0
17220,19080,Has relevent experience,12,2,0
17221,4859,Has relevent experience,5,1,0
17222,16194,Has relevent experience,17,4,1
17223,4936,Has relevent experience,6,4,0
17224,4152,Has relevent experience,4,4,0
17225,8840,Has relevent experience,15,1,1
17226,3701,Has relevent experience,20,5,0
17227,29448,No relevent experience,1,0,1
17228,27869,Has relevent experience,4,1,1
17229,32675,Has relevent experience,20,2,0
17230,6836,No relevent experience,2,2,0
17231,11317,Has relevent experience,20,1,0
17232,15517,Has relevent experience,20,5,0
17233,567,Has relevent experience,9,1,0
17234,9049,No relevent experience,9,0,0
17235,5741,No relevent experience,4,2,0
17236,24983,Has relevent experience,7,1,0
17237,9400,Has relevent experience,17,0,0
17238,29813,Has relevent experience,20,5,0
17239,27221,Has relevent experience,20,1,0
17240,25760,Has relevent experience,6,1,1
17241,28318,Has relevent experience,4,2,0
17242,24009,No relevent experience,20,1,1
17243,11108,Has relevent experience,12,1,0
17244,30628,Has relevent experience,10,3,0
17245,4755,Has relevent experience,1,0,1
17246,8310,Has relevent experience,4,2,0
17247,25270,No relevent experience,4,0,0
17248,8260,No relevent experience,2,0,1
17249,4558,No relevent experience,0,0,0
17250,21299,Has relevent experience,12,2,0
17251,6691,No relevent experience,9,4,1
17252,10536,Has relevent experience,20,1,0
17253,23373,Has relevent experience,20,5,1
17254,19108,Has relevent experience,20,5,0
17255,16187,Has relevent experience,20,1,0
17256,3849,Has relevent experience,8,1,0
17257,5784,Has relevent experience,17,5,1
17258,4740,No relevent experience,3,1,0
17259,31502,Has relevent experience,20,3,0
17260,12015,Has relevent experience,14,1,0
17261,13563,Has relevent experience,7,2,1
17262,14103,Has relevent experience,15,5,0
17263,7165,Has relevent experience,3,1,1
17264,12627,No relevent experience,6,0,1
17265,27792,No relevent experience,11,5,0
17266,3170,Has relevent experience,14,1,0
17267,28327,Has relevent experience,8,2,0
17268,32566,No relevent experience,13,5,0
17269,18797,Has relevent experience,5,1,0
17270,26704,No relevent experience,2,0,0
17271,19444,No relevent experience,5,1,1
17272,27388,Has relevent experience,7,1,1
17273,28852,No relevent experience,6,0,0
17274,30054,No relevent experience,5,0,0
17275,7855,Has relevent experience,5,4,0
17276,26653,Has relevent experience,0,1,0
17277,23340,Has relevent experience,3,1,1
17278,16371,Has relevent experience,2,1,1
17279,8191,Has relevent experience,3,1,0
17280,15508,Has relevent experience,16,0,0
17281,31096,Has relevent experience,19,3,0
17282,5814,Has relevent experience,7,2,1
17283,30092,Has relevent experience,18,2,0
17284,23410,Has relevent experience,5,2,0
17285,19532,Has relevent experience,20,4,0
17286,18062,Has relevent experience,20,5,0
17287,32859,Has relevent experience,2,0,1
17288,16968,Has relevent experience,7,1,0
17289,15042,Has relevent experience,4,1,1
17290,14065,No relevent experience,2,2,0
17291,4144,Has relevent experience,6,2,0
17292,11007,Has relevent experience,9,1,1
17293,782,Has relevent experience,7,1,0
17294,32422,Has relevent experience,4,1,0
17295,5317,Has relevent experience,9,2,0
17296,13589,No relevent experience,9,1,1
17297,31009,Has relevent experience,2,1,0
17298,19630,Has relevent experience,6,4,0
17299,14465,Has relevent experience,20,0,0
17300,14286,Has relevent experience,17,1,0
17301,17103,No relevent experience,0,1,1
17302,9906,Has relevent experience,20,3,0
17303,22280,Has relevent experience,15,5,0
17304,1164,Has relevent experience,3,1,0
17305,18184,Has relevent experience,12,2,0
17306,5808,Has relevent experience,6,1,0
17307,32578,Has relevent experience,5,1,1
17308,26537,Has relevent experience,16,2,1
17309,28917,No relevent experience,2,1,0
17310,29741,Has relevent experience,10,1,0
17311,3968,No relevent experience,6,0,0
17312,17213,No relevent experience,14,5,1
17313,17987,Has relevent experience,7,1,0
17314,2914,Has relevent experience,20,3,0
17315,25444,Has relevent experience,10,1,0
17316,29175,No relevent experience,20,1,0
17317,10189,Has relevent experience,8,2,0
17319,11480,Has relevent experience,8,0,0
17320,20261,Has relevent experience,19,3,1
17321,1,No relevent experience,2,0,0
17322,855,Has relevent experience,11,2,0
17323,25438,Has relevent experience,12,5,0
17324,15257,Has relevent experience,20,4,0
17325,30200,Has relevent experience,6,1,0
17326,29473,Has relevent experience,7,5,0
17327,25722,Has relevent experience,20,1,0
17328,20402,Has relevent experience,3,2,1
17330,32507,No relevent experience,12,1,0
17331,15153,Has relevent experience,8,1,0
17332,4769,Has relevent experience,3,1,0
17333,24071,No relevent experience,2,1,0
17334,29780,Has relevent experience,17,2,0
17335,18227,No relevent experience,0,1,1
17336,31146,Has relevent experience,3,0,0
17337,32667,Has relevent experience,14,2,0
17338,22615,Has relevent experience,0,1,0
17339,531,Has relevent experience,20,5,0
17340,7024,No relevent experience,6,0,0
17341,3874,No relevent experience,2,1,0
17342,33260,Has relevent experience,6,1,1
17343,23437,Has relevent experience,7,2,1
17344,7565,No relevent experience,8,5,1
17345,22257,Has relevent experience,11,1,0
17346,26211,Has relevent experience,6,2,1
17347,11624,No relevent experience,2,0,0
17348,27360,Has relevent experience,20,5,0
17349,14214,Has relevent experience,18,2,0
17350,22054,Has relevent experience,5,1,1
17351,29245,No relevent experience,20,1,1
17352,27876,Has relevent experience,18,1,0
17353,988,Has relevent experience,11,2,0
17354,24078,Has relevent experience,13,2,0
17355,26074,Has relevent experience,14,5,0
17356,5224,No relevent experience,20,1,0
17357,32271,Has relevent experience,2,1,0
17358,5924,Has relevent experience,20,1,0
17359,27103,Has relevent experience,12,4,0
17360,32028,Has relevent experience,20,5,1
17361,10280,No relevent experience,14,2,0
17362,21911,Has relevent experience,5,4,0
17363,13488,Has relevent experience,11,1,0
17364,7113,Has relevent experience,20,1,0
17365,12150,No relevent experience,16,5,1
17366,2180,Has relevent experience,2,1,0
17367,27196,Has relevent experience,7,4,1
17368,4497,No relevent experience,2,0,1
17369,11019,Has relevent experience,20,5,0
17370,9798,No relevent experience,18,5,0
17371,24011,Has relevent experience,7,1,1
17372,1430,No relevent experience,3,1,0
17373,25748,Has relevent experience,20,5,0
17374,19616,Has relevent experience,6,5,1
17375,32743,No relevent experience,2,0,0
17376,10864,Has relevent experience,9,1,0
17377,4809,No relevent experience,9,4,0
17378,9303,Has relevent experience,13,5,0
17379,2185,Has relevent experience,18,2,0
17380,26447,Has relevent experience,7,1,1
17381,18329,No relevent experience,4,1,1
17382,14366,Has relevent experience,13,1,0
17383,5937,Has relevent experience,8,2,0
17384,39,Has relevent experience,10,1,0
17385,33005,Has relevent experience,9,1,0
17386,12898,Has relevent experience,9,1,0
17387,19331,No relevent experience,13,2,0
17388,6918,Has relevent experience,20,1,0
17389,24876,Has relevent experience,4,1,0
17390,33335,Has relevent experience,14,1,1
17391,16890,Has relevent experience,2,2,1
17392,15237,No relevent experience,4,1,1
17393,30004,Has relevent experience,11,1,0
17394,9944,Has relevent experience,16,3,0
17395,919,No relevent experience,8,0,1
17396,17078,No relevent experience,7,2,0
17397,6662,Has relevent experience,19,2,0
17398,21375,No relevent experience,8,0,1
17399,26598,Has relevent experience,19,1,0
17400,24971,No relevent experience,10,1,1
17401,9768,No relevent experience,20,5,1
17402,25197,Has relevent experience,15,1,0
17403,21630,Has relevent experience,2,1,1
17404,8109,Has relevent experience,11,1,0
17405,29082,No relevent experience,7,1,0
17406,20639,Has relevent experience,11,5,0
17407,33209,No relevent experience,2,1,1
17408,26806,Has relevent experience,20,2,0
17409,28665,No relevent experience,6,2,0
17410,20961,No relevent experience,5,2,0
17411,19597,Has relevent experience,7,4,1
17412,3000,Has relevent experience,3,1,0
17413,22926,Has relevent experience,9,1,0
17414,15379,Has relevent experience,20,5,0
17415,28576,Has relevent experience,3,1,0
17416,4211,Has relevent experience,20,1,0
17417,31260,No relevent experience,4,1,0
17418,12076,Has relevent experience,11,5,0
17419,26565,Has relevent experience,13,1,0
17420,400,Has relevent experience,15,5,0
17421,5100,Has relevent experience,14,2,0
17422,15233,No relevent experience,4,1,1
17423,20631,Has relevent experience,1,1,1
17424,18874,Has relevent experience,6,1,0
17425,14634,Has relevent experience,10,5,0
17426,19424,Has relevent experience,20,5,0
17427,21436,Has relevent experience,10,1,0
17428,30248,Has relevent experience,16,5,0
17429,2989,Has relevent experience,15,1,0
17430,1550,Has relevent experience,5,1,1
17431,8526,Has relevent experience,7,1,0
17432,19384,No relevent experience,3,3,0
17433,12767,Has relevent experience,18,4,0
17434,15609,Has relevent experience,12,5,0
17435,15543,Has relevent experience,16,4,0
17436,27712,Has relevent experience,9,2,1
17437,9244,No relevent experience,10,0,1
17438,10317,Has relevent experience,13,1,0
17439,3927,Has relevent experience,20,2,0
17440,1134,Has relevent experience,12,3,0
17441,6785,Has relevent experience,4,1,0
17442,6528,Has relevent experience,18,5,0
17443,15496,Has relevent experience,20,5,0
17444,27246,No relevent experience,0,0,0
17445,16439,No relevent experience,2,1,1
17446,1335,Has relevent experience,6,4,0
17447,5900,Has relevent experience,9,5,0
17448,16953,Has relevent experience,3,1,0
17449,6533,Has relevent experience,4,1,0
17450,18625,Has relevent experience,20,2,0
17451,7428,No relevent experience,6,1,1
17452,3840,No relevent experience,4,2,1
17454,19658,Has relevent experience,9,1,0
