,enrollee_id,education_level,major_discipline,target
16399,20784,Graduate,STEM,0
16400,19803,Graduate,Business Degree,0
16401,33194,High School,STEM,0
16403,8054,Phd,STEM,0
16404,27165,Graduate,STEM,0
16405,14031,Graduate,STEM,0
16406,9811,Graduate,STEM,0
16407,13911,Graduate,STEM,0
16408,8376,Masters,Humanities,0
16409,21985,Graduate,STEM,0
16410,15890,Masters,STEM,0
16411,12578,Graduate,STEM,1
16412,4757,Graduate,STEM,0
16413,20019,Graduate,STEM,1
16414,4077,Masters,Other,0
16415,20117,Graduate,STEM,0
16416,16950,Graduate,STEM,0
16417,10265,Masters,STEM,0
16418,24428,Graduate,STEM,0
16419,13803,High School,STEM,0
16420,10174,Masters,STEM,0
16421,25141,Graduate,STEM,1
16422,30118,Graduate,STEM,0
16423,24327,Masters,STEM,1
16424,20386,Graduate,STEM,0
16425,23360,High School,STEM,1
16426,18231,Graduate,STEM,0
16427,25694,Graduate,STEM,0
16428,19225,Graduate,STEM,0
16429,32703,Masters,Humanities,0
16430,20600,Graduate,STEM,0
16431,8259,Masters,STEM,0
16432,10741,Graduate,STEM,0
16433,22635,Masters,STEM,0
16434,12925,Graduate,STEM,1
16436,15731,High School,STEM,0
16437,3549,Masters,STEM,0
16438,13503,Masters,STEM,0
16439,15983,Masters,STEM,0
16440,15479,Graduate,Other,1
16441,22314,Graduate,STEM,0
16443,1015,Graduate,STEM,0
16444,20370,Masters,STEM,1
16445,10577,Masters,STEM,1
16447,17390,High School,STEM,0
16448,19248,High School,STEM,0
16449,23725,Graduate,STEM,0
16450,1212,High School,STEM,0
16451,19014,Masters,STEM,0
16452,6251,Masters,STEM,0
16453,1388,Graduate,Arts,0
16454,9587,Graduate,STEM,0
16455,28675,Masters,STEM,0
16456,10820,Masters,STEM,0
16457,24898,Graduate,STEM,0
16458,8047,Masters,STEM,0
16459,26922,Graduate,Humanities,1
16460,6868,Graduate,STEM,0
16461,33122,Graduate,STEM,0
16462,20862,High School,STEM,0
16463,7239,High School,STEM,1
16464,11053,Graduate,STEM,0
16465,599,Graduate,STEM,0
16466,10504,Graduate,STEM,0
16467,21773,Masters,STEM,0
16468,6576,Masters,STEM,0
16469,14708,Graduate,STEM,1
16470,448,Masters,STEM,1
16471,27259,Graduate,STEM,0
16472,20186,Graduate,STEM,1
16473,46,Graduate,STEM,0
16474,22175,Graduate,STEM,0
16475,18237,Graduate,STEM,0
16476,26061,Masters,STEM,0
16477,30972,Graduate,STEM,0
16478,31580,Masters,STEM,0
16479,30002,Masters,Humanities,0
16480,10008,Graduate,STEM,0
16481,3850,Graduate,STEM,1
16482,31540,Graduate,No Major,1
16483,32982,Phd,STEM,0
16484,23097,Graduate,Humanities,0
16485,927,Graduate,Business Degree,0
16486,31616,Graduate,STEM,1
16487,7741,Phd,STEM,0
16488,26159,Masters,STEM,0
16489,31340,Graduate,STEM,0
16490,21050,Graduate,STEM,0
16491,26744,Graduate,Other,0
16492,23396,Graduate,STEM,1
16493,3517,Graduate,STEM,0
16494,16888,Graduate,STEM,0
16495,1717,Graduate,Business Degree,0
16496,21610,Masters,STEM,1
16497,23166,Graduate,STEM,0
16498,3739,Graduate,STEM,0
16499,29041,Graduate,STEM,0
16500,6898,Graduate,Humanities,0
16501,776,Graduate,STEM,0
16502,17711,Graduate,STEM,0
16503,2007,Graduate,STEM,0
16504,4760,High School,STEM,1
16505,9867,Graduate,Humanities,1
16507,28372,Graduate,STEM,0
16508,23499,Graduate,STEM,1
16509,11560,Graduate,STEM,0
16510,33072,Graduate,STEM,0
16511,30077,Graduate,STEM,0
16512,3567,Graduate,Arts,0
16513,19601,Graduate,STEM,0
16514,1351,High School,STEM,0
16515,29866,Masters,STEM,1
16516,14328,Graduate,Business Degree,1
16517,12540,Masters,STEM,0
16518,13892,High School,STEM,0
16519,23500,High School,STEM,0
16520,16668,Graduate,STEM,0
16521,13658,Graduate,STEM,1
16522,7188,Masters,STEM,0
16523,31980,Graduate,STEM,0
16524,26346,Graduate,STEM,0
16525,20342,Graduate,STEM,0
16526,33119,Graduate,Other,0
16527,5183,Graduate,STEM,1
16528,20552,Masters,STEM,0
16529,13094,Graduate,Other,0
16530,15559,Graduate,STEM,0
16532,24666,Phd,STEM,0
16533,20847,Masters,STEM,0
16534,28413,Graduate,STEM,1
16535,26677,Graduate,STEM,0
16536,17128,Graduate,STEM,0
16537,13294,Graduate,Humanities,1
16538,29496,Graduate,STEM,0
16539,30800,Graduate,STEM,0
16540,29907,Phd,STEM,0
16542,17661,Masters,STEM,0
16543,2726,Graduate,STEM,0
16544,25039,Graduate,STEM,1
16545,17447,Graduate,STEM,0
16547,8794,Graduate,STEM,1
16548,1242,Graduate,STEM,1
16549,4244,Graduate,STEM,0
16550,20592,Masters,STEM,0
16551,9851,High School,STEM,0
16552,27851,Graduate,STEM,0
16553,6485,Masters,STEM,0
16554,13143,Masters,STEM,1
16555,30131,Graduate,STEM,0
16556,10271,Masters,STEM,0
16557,32347,Graduate,STEM,1
16558,13863,Graduate,STEM,1
16559,9954,Graduate,STEM,0
16560,31977,High School,STEM,0
16561,2248,High School,STEM,0
16562,4045,Graduate,STEM,0
16564,24718,Graduate,STEM,0
16565,22685,Masters,No Major,0
16567,2867,High School,STEM,0
16568,12425,Phd,STEM,0
16569,30673,Graduate,STEM,0
16570,30635,Graduate,Humanities,0
16571,27554,Masters,STEM,0
16572,23938,Graduate,STEM,1
16573,1064,Graduate,STEM,0
16574,14100,Masters,STEM,0
16575,25206,Graduate,STEM,0
16576,17802,Masters,STEM,1
16577,8521,Graduate,Humanities,1
16578,14484,Graduate,STEM,0
16579,32821,Graduate,STEM,1
16580,7313,Graduate,STEM,0
16581,16325,Graduate,STEM,0
16582,30478,Graduate,STEM,0
16583,10853,Graduate,STEM,0
16584,18179,Graduate,STEM,1
16585,4692,Masters,STEM,0
16586,16464,Masters,STEM,0
16587,33106,Graduate,STEM,0
16588,19991,Graduate,STEM,0
16589,15644,Graduate,STEM,0
16590,16027,Masters,Other,0
16591,28795,Graduate,STEM,0
16592,2858,Graduate,STEM,0
16593,22316,Graduate,STEM,0
16594,28938,Masters,STEM,0
16595,18035,Graduate,STEM,1
16596,32736,Masters,STEM,0
16597,13801,Graduate,STEM,0
16598,20798,High School,STEM,0
16599,16624,Masters,STEM,0
16600,14719,Graduate,STEM,0
16601,30686,Graduate,STEM,0
16602,21924,High School,STEM,0
16603,14266,Masters,STEM,0
16604,2833,Masters,STEM,0
16605,24039,Graduate,STEM,0
16606,28483,Graduate,STEM,1
16607,16418,Graduate,STEM,0
16609,6715,Graduate,STEM,1
16610,8813,Masters,STEM,0
16611,15200,Graduate,STEM,1
16612,25610,Graduate,STEM,0
16613,20598,Masters,STEM,1
16614,32825,High School,STEM,0
16615,31934,Graduate,STEM,0
16616,14413,Masters,Humanities,0
16617,5804,Graduate,STEM,0
16618,26165,Graduate,STEM,1
16619,17965,Graduate,STEM,1
16620,32442,Graduate,STEM,1
16621,2903,Graduate,STEM,0
16622,18330,Graduate,STEM,1
16623,12778,Graduate,STEM,0
16624,4219,Graduate,Business Degree,0
16625,28997,Masters,STEM,0
16626,23260,High School,STEM,1
16627,26401,High School,STEM,0
16628,16882,Masters,STEM,0
16629,11597,Graduate,Other,1
16631,12787,High School,STEM,0
16633,238,Graduate,STEM,0
16634,11850,High School,STEM,1
16635,5551,Graduate,STEM,0
16636,6618,Graduate,STEM,1
16637,29880,Graduate,STEM,0
16638,25562,Graduate,STEM,0
16639,29976,High School,STEM,1
16640,7709,Graduate,STEM,0
16641,28123,Masters,STEM,0
16642,8140,Masters,STEM,0
16643,5979,Graduate,STEM,1
16644,18926,Graduate,STEM,0
16645,27760,Graduate,STEM,0
16646,8248,Graduate,STEM,0
16647,29687,Graduate,STEM,0
16648,26622,Graduate,STEM,0
16649,21316,Masters,STEM,1
16650,17339,Graduate,STEM,1
16651,2327,Graduate,STEM,1
16652,17911,Graduate,STEM,0
16653,29293,High School,STEM,0
16654,4142,Masters,STEM,1
16655,28789,High School,STEM,0
16656,22522,Phd,STEM,0
16657,22892,Masters,STEM,0
16658,1116,Masters,Humanities,0
16659,29659,Graduate,STEM,1
16660,27579,Graduate,STEM,0
16661,3112,Masters,STEM,0
16662,15081,Graduate,Humanities,1
16663,11257,Graduate,STEM,1
16664,29662,Masters,STEM,0
16665,23971,Graduate,STEM,0
16666,24838,Graduate,STEM,1
16667,27853,Graduate,STEM,0
16668,12910,Graduate,STEM,0
16669,26187,Graduate,STEM,0
16670,19364,Masters,Humanities,0
16671,9526,Graduate,STEM,0
16672,29012,Graduate,STEM,1
16673,4884,Masters,STEM,0
16674,27574,High School,STEM,1
16675,5777,Graduate,STEM,1
16676,614,Graduate,STEM,0
16677,21002,Graduate,STEM,0
16678,33302,Graduate,STEM,0
16679,26649,Graduate,STEM,0
16680,8344,Graduate,STEM,0
16681,9424,Graduate,Arts,0
16683,22749,Graduate,STEM,0
16684,2906,Graduate,STEM,0
16685,19634,Masters,STEM,0
16686,11752,Primary School,STEM,0
16687,22474,Masters,STEM,0
16688,10450,Graduate,STEM,1
16689,12135,Graduate,STEM,0
16690,26284,Graduate,Business Degree,0
16691,16146,Graduate,Humanities,0
16692,28547,Graduate,STEM,0
16693,20787,Phd,STEM,0
16694,5949,Masters,STEM,0
16695,25167,Graduate,STEM,1
16696,6716,Masters,STEM,0
16697,21812,Graduate,STEM,0
16698,18538,Masters,Humanities,0
16699,30138,Graduate,STEM,0
16700,815,Graduate,STEM,0
16701,8727,Graduate,STEM,0
16702,15873,Masters,STEM,0
16703,21635,Graduate,STEM,0
16704,29363,Graduate,STEM,1
16705,23569,Graduate,STEM,0
16706,17792,Primary School,STEM,0
16707,4770,Graduate,STEM,0
16708,32793,High School,STEM,0
16709,14614,Graduate,STEM,1
16710,15548,Graduate,STEM,0
16711,6033,Graduate,STEM,0
16712,7549,Graduate,STEM,0
16713,8384,Phd,STEM,0
16714,23322,Graduate,STEM,1
16715,22289,Graduate,STEM,0
16716,14272,Masters,Humanities,0
16717,17068,Graduate,STEM,1
16718,12816,High School,STEM,0
16719,22952,Graduate,STEM,0
16720,18052,Primary School,STEM,0
16721,11746,Graduate,STEM,1
16722,3470,Graduate,STEM,0
16723,17588,Phd,STEM,1
16724,1368,Graduate,STEM,0
16725,14899,Masters,STEM,1
16726,32934,Graduate,STEM,0
16727,13533,Graduate,STEM,1
16728,4207,Graduate,Arts,0
16729,26832,High School,STEM,0
16730,8548,Masters,STEM,0
16731,959,Masters,STEM,0
16732,21389,Graduate,STEM,0
16733,28722,Graduate,STEM,0
16734,17466,Graduate,STEM,1
16735,27588,High School,STEM,0
16736,19346,Graduate,STEM,1
16737,1762,Graduate,STEM,0
16738,18584,Graduate,STEM,1
16739,18547,Graduate,Other,1
16740,18008,High School,STEM,0
16741,21281,Graduate,STEM,0
16742,3330,Masters,Arts,0
16743,32728,Graduate,STEM,0
16744,2653,High School,STEM,0
16745,4507,High School,STEM,0
16746,15318,Graduate,STEM,1
16747,28703,Graduate,STEM,0
16748,23941,Masters,STEM,0
16749,3977,Graduate,STEM,0
16750,8507,Graduate,Other,0
16751,20888,Masters,STEM,1
16752,28419,Graduate,STEM,0
16753,21732,High School,STEM,1
16754,13398,Masters,STEM,0
16755,1741,Graduate,STEM,0
16756,19704,Graduate,STEM,0
16758,23769,Graduate,STEM,0
16759,7384,Masters,STEM,0
16760,2468,Graduate,STEM,0
16761,7421,High School,STEM,0
16762,23402,High School,STEM,1
16763,15215,Graduate,STEM,0
16764,6758,Graduate,STEM,0
16765,12323,Graduate,STEM,0
16766,18913,Masters,STEM,0
16767,30199,Graduate,STEM,0
16768,19546,Graduate,STEM,1
16769,14937,Graduate,STEM,0
16770,10393,Graduate,STEM,0
16771,16719,Primary School,STEM,0
16772,17302,Graduate,STEM,0
16773,24303,Masters,STEM,1
16774,23280,Graduate,STEM,1
16775,32688,Masters,STEM,0
16776,22984,Masters,STEM,0
16777,16910,Masters,STEM,0
16778,17098,Graduate,STEM,0
16779,13318,Graduate,STEM,0
16780,10704,Masters,STEM,0
16781,4462,Graduate,STEM,0
16782,29437,Phd,STEM,0
16783,31701,Masters,Humanities,0
16784,10486,Graduate,Other,1
16785,26858,Graduate,STEM,0
16786,21409,Graduate,STEM,0
16787,1217,Graduate,STEM,0
16788,18362,Graduate,STEM,0
16789,8369,Phd,STEM,0
16790,844,Graduate,STEM,0
16791,31898,Graduate,STEM,0
16792,5270,Masters,STEM,1
16793,22540,Graduate,STEM,1
16794,10692,High School,STEM,0
16795,15261,Masters,STEM,0
16796,22781,Masters,STEM,0
16797,29951,Graduate,STEM,0
16798,31794,Masters,STEM,0
16799,14757,Masters,STEM,1
16801,802,Graduate,STEM,0
16802,12182,Primary School,STEM,0
16803,24308,Graduate,STEM,1
16804,19276,Graduate,STEM,1
16805,25302,Graduate,STEM,0
16806,24329,Graduate,STEM,0
16807,16156,Graduate,STEM,0
16808,23579,Graduate,STEM,0
16809,2023,Graduate,STEM,1
16810,2976,Graduate,STEM,0
16811,24673,Graduate,STEM,0
16812,6221,High School,STEM,0
16813,2103,Graduate,STEM,1
16814,1797,Graduate,STEM,1
16815,16893,Graduate,STEM,0
16816,1378,Graduate,STEM,0
16817,32709,Graduate,STEM,0
16818,8893,Graduate,Humanities,0
16819,841,Graduate,STEM,0
16820,7962,Graduate,STEM,0
16821,24255,Masters,STEM,1
16822,18164,Graduate,Humanities,0
16823,7051,Graduate,STEM,0
16824,15071,Graduate,No Major,1
16825,281,Graduate,STEM,0
16826,29489,Graduate,STEM,1
16827,16480,Graduate,STEM,0
16828,17604,Graduate,STEM,0
16829,29442,Graduate,STEM,0
16830,13281,High School,STEM,0
16831,22572,Graduate,STEM,1
16832,21003,Graduate,STEM,0
16833,10915,Phd,STEM,0
16834,9886,Primary School,STEM,0
16835,23300,Graduate,STEM,0
16836,26029,Graduate,STEM,1
16837,16394,Graduate,STEM,0
16838,8631,Graduate,STEM,0
16839,33035,Masters,STEM,0
16840,9961,Graduate,Other,0
16841,14197,Masters,STEM,0
16842,12766,Graduate,STEM,0
16843,11165,Graduate,STEM,0
16844,33211,Masters,Arts,0
16845,28716,Graduate,STEM,0
16846,33310,Graduate,STEM,0
16847,28266,Graduate,STEM,1
16848,10953,High School,STEM,0
16849,7181,Graduate,Arts,1
16850,23638,Graduate,STEM,0
16851,11653,Graduate,STEM,0
16852,3049,Graduate,STEM,0
16853,20024,Graduate,STEM,0
16854,19453,Masters,STEM,0
16855,10528,Graduate,STEM,0
16856,4415,Graduate,STEM,0
16857,16746,Primary School,STEM,0
16858,33143,Graduate,No Major,1
16859,25799,Graduate,STEM,0
16860,22521,Graduate,STEM,0
16861,21065,High School,STEM,0
16862,17052,Graduate,STEM,1
16863,13545,Masters,STEM,0
16864,3913,Graduate,STEM,0
16865,25599,Masters,STEM,0
16866,3726,Masters,STEM,0
16867,18196,Graduate,STEM,0
16868,30411,Masters,STEM,0
16869,7685,Graduate,STEM,0
16870,5865,Masters,STEM,0
16871,1892,Masters,STEM,1
16872,17173,Phd,STEM,0
16873,10464,Masters,STEM,0
16874,26050,Graduate,STEM,0
16875,31946,Masters,STEM,0
16876,4719,Graduate,STEM,0
16877,9311,Graduate,STEM,0
16878,29146,High School,STEM,0
16879,8992,Graduate,STEM,0
16880,4028,Masters,Humanities,0
16881,28071,Graduate,STEM,0
16882,31205,Graduate,STEM,0
16883,32247,Graduate,STEM,0
16884,21073,Masters,Humanities,0
16885,7449,Graduate,STEM,0
16886,17120,Masters,STEM,1
16887,15993,Graduate,STEM,0
16888,30692,Graduate,STEM,1
16889,22158,Graduate,STEM,0
16890,23190,Masters,STEM,0
16891,22844,Masters,STEM,0
16892,10766,Graduate,STEM,0
16893,13972,Masters,STEM,0
16894,10727,Graduate,STEM,0
16895,26218,Graduate,STEM,1
16896,29401,Graduate,STEM,0
16897,31328,Graduate,STEM,1
16898,15595,Graduate,STEM,0
16899,29085,Graduate,STEM,1
16900,15738,Graduate,STEM,0
16901,8149,Graduate,STEM,0
16902,13210,Masters,Humanities,0
16903,18361,Graduate,STEM,0
16904,21969,Graduate,STEM,0
16905,1603,Graduate,STEM,0
16906,7226,High School,STEM,0
16907,26827,Masters,STEM,0
16909,980,Graduate,STEM,0
16910,4251,Masters,STEM,0
16911,15174,Graduate,STEM,0
16912,29261,Graduate,STEM,0
16913,27990,Graduate,Humanities,0
16914,11990,High School,STEM,0
16915,24730,Masters,Business Degree,0
16916,18650,Graduate,STEM,1
16917,19452,Masters,STEM,1
16918,4405,Graduate,Humanities,0
16919,14790,Graduate,STEM,0
16920,4327,High School,STEM,0
16921,10844,Graduate,STEM,0
16922,17215,Graduate,STEM,1
16923,10351,High School,STEM,0
16924,29256,Masters,STEM,0
16925,12966,Graduate,STEM,0
16926,33305,Graduate,No Major,0
16927,23760,High School,STEM,0
16928,25803,High School,STEM,0
16929,22144,Graduate,STEM,0
16930,11028,High School,STEM,1
16931,11828,Masters,STEM,0
16932,1693,Graduate,STEM,1
16934,26336,Graduate,STEM,0
16935,8689,Graduate,STEM,0
16936,22262,Graduate,STEM,0
16937,7829,Graduate,Other,0
16938,23940,Graduate,STEM,0
16940,5355,Graduate,STEM,0
16941,26145,Graduate,STEM,0
16942,11213,Graduate,STEM,0
16943,11512,Graduate,STEM,0
16944,27383,Graduate,STEM,0
16945,6102,Graduate,STEM,0
16946,287,Graduate,STEM,0
16947,5963,Masters,STEM,0
16948,13830,Masters,STEM,0
16949,18417,Graduate,STEM,0
16950,25256,Masters,STEM,0
16951,24050,Graduate,STEM,0
16952,8126,Graduate,STEM,0
16953,339,High School,STEM,0
16954,30102,Masters,Business Degree,1
16955,28243,Graduate,STEM,1
16956,28412,Masters,STEM,0
16957,29719,High School,STEM,0
16958,17568,Graduate,Other,1
16959,1422,Primary School,STEM,0
16960,11183,Graduate,STEM,0
16962,11352,Masters,STEM,1
16963,9907,Masters,STEM,0
16964,7379,Masters,STEM,0
16965,16959,High School,STEM,1
16966,10231,Graduate,STEM,0
16967,24524,High School,STEM,0
16968,1464,Primary School,STEM,0
16969,10581,High School,STEM,0
16970,5318,Graduate,STEM,1
16971,33155,Graduate,STEM,1
16972,20566,Graduate,STEM,0
16973,8502,Graduate,STEM,0
16974,10156,Graduate,STEM,0
16975,8253,Graduate,STEM,0
16976,31875,Graduate,STEM,0
16977,12563,Masters,STEM,0
16978,30161,Graduate,STEM,0
16979,27789,Graduate,STEM,1
16980,2406,Graduate,STEM,1
16981,12525,Masters,Business Degree,0
16982,13482,Graduate,STEM,0
16983,7103,Graduate,STEM,0
16984,3591,Phd,STEM,1
16985,29350,Graduate,STEM,0
16987,27095,Masters,STEM,0
16988,20487,Masters,STEM,0
16989,22513,Graduate,STEM,1
16990,29912,Graduate,Other,0
16991,30992,Graduate,STEM,0
16992,23666,Masters,STEM,0
16993,5916,Graduate,STEM,0
16994,16512,Graduate,STEM,0
16995,14762,Graduate,STEM,0
16996,12869,Graduate,STEM,0
16997,26174,Masters,STEM,0
16998,22248,Graduate,STEM,1
16999,15934,Masters,STEM,0
17000,26773,Graduate,STEM,0
17001,17289,Graduate,STEM,0
17002,30698,Graduate,STEM,1
17003,31246,High School,STEM,0
17005,22107,Masters,STEM,0
17006,22516,High School,STEM,1
17007,16417,Masters,STEM,0
17008,2186,Phd,Other,0
17009,18145,Graduate,STEM,0
17010,33173,Graduate,STEM,0
17011,16326,Graduate,STEM,0
17012,3888,High School,STEM,1
17013,1133,Masters,STEM,0
17015,30973,Graduate,STEM,0
17016,18718,Graduate,STEM,1
17017,20799,Graduate,STEM,0
17019,22860,Graduate,STEM,0
17020,26335,Graduate,STEM,0
17021,20739,Graduate,STEM,0
17022,9708,Masters,STEM,0
17023,7489,Graduate,STEM,0
17024,4729,Masters,STEM,1
17025,16493,Masters,STEM,0
17026,11915,Graduate,STEM,0
17027,10200,Masters,STEM,0
17028,3924,Graduate,STEM,0
17029,31251,Graduate,STEM,0
17030,32426,Masters,STEM,0
17031,24476,High School,STEM,1
17032,1043,Graduate,Humanities,0
17034,12510,Graduate,STEM,1
17035,21369,Masters,STEM,0
17036,15016,Graduate,STEM,1
17037,20307,Graduate,STEM,1
17038,9920,Graduate,STEM,0
17039,32805,Graduate,STEM,1
17040,2235,Masters,STEM,0
17041,31022,Graduate,STEM,0
17042,31064,Graduate,Humanities,0
17043,8656,High School,STEM,1
17044,2740,Graduate,STEM,0
17045,21310,Graduate,STEM,0
17046,1733,Graduate,STEM,0
17047,12559,Graduate,STEM,0
17048,26868,Masters,STEM,0
17049,14198,Graduate,STEM,0
17050,29870,Graduate,STEM,0
17051,9115,Graduate,STEM,0
17053,23510,High School,STEM,0
17054,32033,Graduate,STEM,0
17055,7883,Graduate,STEM,0
17056,32492,Graduate,STEM,1
17057,13616,Masters,STEM,0
17058,4292,Graduate,STEM,0
17059,31265,Graduate,Arts,0
17060,23814,High School,STEM,0
17061,26731,Masters,STEM,0
17062,24724,Graduate,STEM,1
17063,8967,Graduate,STEM,1
17064,14897,High School,STEM,0
17065,8159,Graduate,STEM,0
17066,11101,Masters,STEM,0
17067,18499,High School,STEM,1
17068,32931,Graduate,Other,0
17069,143,Graduate,STEM,1
17070,8180,Masters,STEM,0
17071,1473,Masters,STEM,0
17072,5116,Graduate,STEM,0
17073,18010,Graduate,STEM,0
17074,22809,High School,STEM,1
17075,31811,Primary School,STEM,0
17076,9737,Masters,Humanities,1
17077,8371,Graduate,STEM,0
17079,13719,Masters,STEM,0
17080,6951,Graduate,STEM,0
17081,2176,Masters,STEM,0
17082,29601,Graduate,Other,0
17083,14864,Masters,STEM,0
17084,11757,High School,STEM,0
17085,23967,Graduate,STEM,0
17086,23787,Masters,Humanities,0
17087,15420,Masters,STEM,0
17088,18460,Graduate,STEM,1
17089,32777,High School,STEM,0
17091,3249,Phd,STEM,0
17092,32230,Graduate,STEM,1
17094,13137,Masters,Humanities,0
17095,9902,Graduate,STEM,1
17096,31391,Graduate,Humanities,1
17097,10210,Graduate,STEM,0
17098,6580,Graduate,STEM,0
17099,19926,Masters,STEM,0
17100,701,Graduate,STEM,0
17101,23486,Masters,STEM,0
17102,33311,Phd,STEM,0
17103,24646,Graduate,STEM,0
17104,19580,Graduate,STEM,0
17105,12467,Graduate,STEM,0
17106,18315,Graduate,STEM,0
17107,11342,High School,STEM,0
17108,25350,Graduate,STEM,1
17109,26439,Graduate,STEM,0
17110,8549,Masters,STEM,1
17111,28851,Graduate,STEM,0
17112,29024,Graduate,STEM,1
17113,8770,Masters,Business Degree,0
17114,23289,Masters,STEM,0
17115,1822,Masters,STEM,0
17116,15830,Masters,STEM,0
17117,11946,Graduate,STEM,1
17118,709,Graduate,STEM,0
17119,12489,Graduate,STEM,0
17120,32386,Masters,STEM,0
17121,22979,Graduate,STEM,1
17122,2860,Graduate,STEM,0
17124,24867,Graduate,STEM,1
17125,14623,Graduate,STEM,0
17126,719,Graduate,Humanities,0
17127,16250,High School,STEM,1
17128,26977,Graduate,STEM,0
17129,29137,Graduate,STEM,0
17130,14494,Graduate,Humanities,0
17131,18678,Graduate,STEM,0
17133,17046,Graduate,STEM,0
17134,10326,Graduate,STEM,1
17135,21892,High School,STEM,0
17136,12662,Masters,STEM,0
17137,31277,Masters,STEM,0
17138,9650,Graduate,STEM,0
17139,24645,High School,STEM,0
17140,2158,Masters,STEM,1
17141,32742,High School,STEM,0
17142,5303,Masters,STEM,0
17143,12548,High School,STEM,0
17144,23036,Graduate,STEM,0
17145,30493,High School,STEM,0
17146,23134,Graduate,STEM,0
17147,23198,Primary School,STEM,0
17148,29426,Masters,STEM,0
17149,18295,Graduate,STEM,0
17150,1608,Graduate,STEM,0
17151,15063,Graduate,STEM,0
17152,15089,Masters,STEM,1
17153,29927,Graduate,STEM,1
17154,10824,Primary School,STEM,0
17155,2507,Graduate,STEM,0
17156,20260,Graduate,STEM,0
17157,25272,Graduate,STEM,0
17158,10976,Graduate,STEM,1
17159,27825,Graduate,STEM,0
17160,16229,Primary School,STEM,0
17161,1170,Graduate,STEM,0
17163,30651,Graduate,STEM,0
17164,9109,Graduate,Other,0
17165,7473,Graduate,STEM,0
17166,27451,Masters,Humanities,0
17167,1425,Graduate,STEM,0
17168,19687,Masters,STEM,0
17169,7718,Masters,STEM,0
17170,2516,Masters,STEM,0
17171,29391,High School,STEM,1
17172,7355,Graduate,STEM,0
17173,29307,Graduate,STEM,1
17174,11720,Masters,STEM,0
17175,24065,High School,STEM,0
17176,27005,Graduate,STEM,1
17177,5257,Masters,STEM,0
17178,18533,Phd,STEM,0
17179,32891,Graduate,STEM,0
17180,9909,Graduate,Arts,1
17181,24284,Graduate,STEM,1
17182,7686,Graduate,STEM,1
17183,17572,Graduate,STEM,1
17184,23014,Graduate,STEM,0
17185,19112,Graduate,STEM,0
17186,1345,Graduate,STEM,0
17187,20387,Graduate,STEM,0
17188,31928,Masters,STEM,0
17189,19587,Graduate,STEM,1
17190,9331,Graduate,STEM,0
17191,612,High School,STEM,1
17192,10835,Graduate,STEM,1
17193,22539,Graduate,STEM,0
17195,102,Masters,STEM,0
17196,2040,Graduate,STEM,1
17197,19802,High School,STEM,0
17198,32967,Graduate,STEM,0
17199,4267,High School,STEM,0
17200,17136,Graduate,STEM,0
17201,33170,Graduate,STEM,0
17202,20986,Graduate,STEM,0
17203,17284,Graduate,STEM,0
17205,21097,Graduate,STEM,1
17206,6557,High School,STEM,0
17207,5421,Primary School,STEM,0
17208,21140,Masters,STEM,0
17209,21889,Graduate,STEM,0
17210,24359,Graduate,STEM,1
17211,3554,Masters,STEM,0
17212,10559,Graduate,STEM,0
17213,20985,Masters,STEM,0
17214,3706,Graduate,STEM,1
17216,12158,Graduate,Other,0
17217,28990,Graduate,STEM,0
17218,13045,High School,STEM,0
17219,1039,Masters,STEM,0
17220,19080,Graduate,STEM,0
17221,4859,High School,STEM,0
17222,16194,Masters,STEM,1
17223,4936,Phd,STEM,0
17224,4152,Graduate,STEM,0
17225,8840,Graduate,STEM,1
17226,3701,Graduate,STEM,0
17227,29448,High School,STEM,1
17228,27869,Graduate,STEM,1
17229,32675,Graduate,STEM,0
17230,6836,Masters,STEM,0
17231,11317,Masters,STEM,0
17232,15517,Graduate,STEM,0
17233,567,Graduate,STEM,0
17234,9049,Graduate,STEM,0
17235,5741,Graduate,STEM,0
17236,24983,Phd,STEM,0
17237,9400,Graduate,STEM,0
17238,29813,Graduate,STEM,0
17239,27221,Graduate,STEM,0
17240,25760,Graduate,STEM,1
17241,28318,Graduate,STEM,0
17242,24009,Masters,STEM,1
17243,11108,Graduate,STEM,0
17244,30628,Graduate,Humanities,0
17245,4755,Graduate,STEM,1
17246,8310,Graduate,STEM,0
17247,25270,High School,STEM,0
17248,8260,High School,STEM,1
17249,4558,High School,STEM,0
17250,21299,Graduate,STEM,0
17251,6691,Graduate,STEM,1
17252,10536,Phd,STEM,0
17253,23373,Masters,STEM,1
17254,19108,Graduate,STEM,0
17255,16187,Graduate,STEM,0
17256,3849,Masters,STEM,0
17257,5784,Graduate,STEM,1
17258,4740,Graduate,STEM,0
17259,31502,Graduate,STEM,0
17260,12015,Masters,STEM,0
17261,13563,Masters,STEM,1
17262,14103,Graduate,STEM,0
17263,7165,Graduate,STEM,1
17264,12627,Graduate,STEM,1
17265,27792,Graduate,Other,0
17266,3170,Graduate,STEM,0
17267,28327,Graduate,STEM,0
17268,32566,Graduate,Humanities,0
17269,18797,Masters,Humanities,0
17270,26704,Graduate,STEM,0
17271,19444,Graduate,STEM,1
17272,27388,Graduate,STEM,1
17273,28852,High School,STEM,0
17274,30054,Graduate,STEM,0
17275,7855,Graduate,STEM,0
17276,26653,Masters,Humanities,0
17277,23340,Graduate,No Major,1
